"run","learner_id","completed","steps_visited","steps_completed"
"1","c3c36982-ca41-42cf-8d7f-5ef32c9d25bc",0,0,0
"1","7afd4497-dd45-4123-a94b-f01f265c3150",0,0,0
"1","4d83086c-9d5d-441a-81bb-7c68362c846c",0,0,0
"1","0d61a4b9-83ef-492b-aebe-4ad3aaa0d1e8",0,8,7
"1","4c835c8c-a1fd-43f2-8468-a776101f7ccf",0,0,0
"1","dc5ea988-1526-4631-8d2c-9d3a628df69c",0,0,0
"1","85dbe9b0-a544-4cc2-a457-d2a82460a427",0,4,1
"1","81a509ad-5a3f-4d79-9075-a5093ad6ab4e",0,42,39
"1","6a3a71c5-6fd4-4aa1-b64e-2bc4fbfa8fce",0,0,0
"1","43e25db1-a821-4cef-a5f9-85ecb2ede38f",0,0,0
"1","f6e2ebc7-c807-4ecc-8a96-0468f868b7aa",0,0,0
"1","fdc967e5-f9dd-4529-b859-45b4930cab0d",0,0,0
"1","d2f9dca7-4274-4621-8c0b-ca46c5144225",0,0,0
"1","6ee7cf04-6bb2-4ed9-b1f6-c770bd29cc44",0,0,0
"1","5effdbbe-7ace-49c2-a7b7-4b1a8bab63d2",0,0,0
"1","d594f78b-fbe7-4b86-90d5-5c5500c25d88",0,0,0
"1","74f2ac3d-f125-48db-b21d-39dcc9c366c2",0,0,0
"1","80e9a48c-6055-4e53-923a-50c702bd5bbd",0,0,0
"1","e517136e-05aa-48b1-86b3-62b965652d67",0,0,0
"1","44ac9c77-69d1-4c54-b800-bc0f7a16d51c",0,16,0
"1","22da33a8-7ac4-46eb-9f21-a7b25eed0c67",0,0,0
"1","744c5e58-6793-425a-831b-f1ec5890746c",0,18,18
"1","9af8f9d1-ac18-47eb-82fd-df22723a543e",0,0,0
"1","0154ed12-712d-4a1b-9855-0a418573b463",0,0,0
"1","a305cc9e-6094-4b50-805d-781c519ce5e1",0,2,1
"1","bcab1e55-093a-453f-8bbc-155b981a1b27",1,60,60
"1","15b27e60-c4fe-4b2a-b6e2-08f91585b01d",0,0,0
"1","4227f146-d97c-4f5b-ab9b-370e66b6aa77",0,0,0
"1","cc43d361-6ee6-4bc4-8031-1b7bde1d3ee5",0,0,0
"1","69139c93-1646-4337-a960-805035fa33c6",0,0,0
"1","ee2755d6-ec32-4342-ad26-8763e00722e5",0,12,12
"1","0a38c6cf-7ac8-45ce-84cd-86fc5d482a5b",0,0,0
"1","a424d08b-36ee-4b38-9eba-5090f08729b1",0,0,0
"1","a1229592-301f-4986-94b8-47318f9ace81",0,0,0
"1","966cc7a3-b872-4f1e-9104-976abaf1bbfe",0,0,0
"1","5be033bb-b53c-45a9-ba9f-b9bab301b00d",0,0,0
"1","e6e1cf9c-bb79-4833-9319-a8ff6f99ba6e",0,1,0
"1","ac9a90e8-5c17-4f3e-bc2d-19a0a1c4fcf7",0,0,0
"1","98f6c787-03b4-4aad-acc4-03630d33f9d8",0,0,0
"1","39932f5b-6551-4046-b9f0-aad14dbd7725",0,15,14
"1","89c63e73-7e97-4de6-a988-cc6801c131c7",1,8,8
"1","f51b01c0-2212-46fc-8282-cf1f7b45ae17",1,60,60
"1","c4d2fd3c-8861-488b-8966-07d3a40ef72e",0,40,38
"1","ffe5a47d-1c92-45f3-9a01-8f5863dfcd4c",0,0,0
"1","35bf1811-7a48-4841-acf3-bb12bde3139d",0,0,0
"1","2e062d46-0327-4c73-8914-e71414c6b051",0,0,0
"1","375f3102-db52-4bf2-9351-93fb62711e83",0,0,0
"1","5072a679-8eb8-4d03-a161-7140c2d47d90",0,0,0
"1","4beaa8c8-9b5c-4f70-8239-13bcc3fb8e15",0,3,2
"1","93c2e0b5-c4c2-4736-9a64-a6f96b04efb2",0,12,10
"1","6ace0367-3106-4c7e-b974-f09ad008e40e",0,2,0
"1","418119ab-c66f-486b-837d-3bc3182e2b4a",1,60,60
"1","286105a9-417e-47ba-9922-d56e11757f06",0,0,0
"1","de453dab-60fd-4021-8af7-05df2110fae9",0,0,0
"1","e4c3641c-1885-41db-93f1-cecd0fe32f1d",1,46,31
"1","1a28662a-490c-40fa-a2fe-0f9da1157913",0,0,0
"1","8e4a2815-9265-40d6-a8b1-d1b6e8142b98",0,0,0
"1","474df573-1e6c-464b-86dd-88f0882459c7",0,0,0
"1","47baaa78-5c57-4ad4-a682-e1ccbd448b1f",0,0,0
"1","7322f3e3-2dae-4241-b474-bc0011183d8c",0,0,0
"1","25c263c0-3b13-466c-9af0-7285f277fc4f",0,0,0
"1","07427245-a195-46cc-a587-b7e40c152dc6",0,0,0
"1","8c64e540-7773-4fca-8e1a-2fcb719c88d7",1,60,60
"1","e3e71d52-c4d1-48b1-bea2-a96f016c26b6",1,60,60
"1","ab461653-fa99-4775-aabe-5ba5008ef7b3",0,0,0
"1","5ef34194-fcac-43b0-9e82-a60b35a87934",0,0,0
"1","f860ff1a-edfa-444b-bda9-b694f9e5194f",0,6,6
"1","4140b47a-7c58-47fe-9b22-09a2a0e71233",0,0,0
"1","ada4d08e-9fb9-4809-ae02-24883b8dad73",0,1,0
"1","bd10656f-04d0-4b45-a42e-70815d4df58b",0,0,0
"1","fcba4e30-29ba-4065-bed3-09ae5273a584",0,0,0
"1","29a10a50-5412-4ff6-841d-062ed2c32e39",0,3,2
"1","fdc80adb-dfab-46de-8eff-1051490b1a5f",0,0,0
"1","39fba50f-8221-40c9-9158-f27e33601583",0,1,0
"1","9ad634cb-3806-4043-8836-d9d741c5ff0d",0,1,0
"1","410baf4a-ce9e-4a34-af15-002ab97e66b4",0,0,0
"1","4b47d8b1-d199-4f79-ae0b-23a53a62ce0c",0,0,0
"1","82a5017b-8354-421e-b6f0-b5f89047d557",0,0,0
"1","ae2ca3fb-82ad-49ba-9a1b-8b9dcf08d195",0,1,0
"1","b55e7ad8-6c78-4cfe-a7a9-c1864164be52",0,15,9
"1","e9c94014-c3bf-4396-9219-c5be8d464c25",0,0,0
"1","4241c7ba-f779-4a55-931f-a2a52075858d",0,7,6
"1","63990d31-5a19-44f0-bfa4-777c44c2353c",0,0,0
"1","150127f1-0ea5-414c-9405-e4ccbdd97805",1,60,60
"1","076afd74-0f07-483d-8df3-d04bc5aa9349",0,60,56
"1","48dbb0f2-60a9-4c32-8cac-dd010afb8d40",0,0,0
"1","53f2dd3e-a34c-4edb-937a-c174b5377ad5",0,0,0
"1","6f06c6e3-872c-4574-b196-91208cd710b6",0,12,9
"1","f202c431-5478-454e-a528-498cfcdf1f2a",0,0,0
"1","099ab91d-9b68-4bdb-ad6e-91f08e6c297c",1,60,60
"1","529a935b-3756-4926-a933-2b1e6b6828e8",0,4,3
"1","e4c3645a-4c71-4297-bbe1-9b78f64698f3",0,0,0
"1","67ffdf85-58e6-47f5-a3d6-30f438e719af",0,4,2
"1","9c7e8d29-d7e4-4836-a816-3604cea9bb0b",1,60,60
"1","3725400b-1da4-4455-84e2-4ea881061dcf",0,8,0
"1","65100e6f-7a48-44d8-8b08-c96423122c9b",1,60,60
"1","f95dcdeb-5665-4184-b9e2-061ca1d28237",0,0,0
"1","5ec2ee43-d186-4258-923d-e15cb145f94b",0,0,0
"1","f5fd7eb6-e9fc-4154-9c3f-36e319002db5",0,0,0
"1","396b09f8-3396-4816-9764-fad26bd90934",1,60,60
"1","d3b32b86-77b4-48d3-bbe6-fe27928011b4",0,0,0
"1","a6a1b136-586c-4b33-abd0-d0b79671320e",0,6,0
"1","cfd03246-e129-4c01-90e7-f5c8b1c85813",0,0,0
"1","77a06ebf-b0fb-42a8-8c11-78c0a312388a",1,60,60
"1","89ba76a5-3efe-4b05-9131-bbc31d1a40d8",0,0,0
"1","a2b61ab1-06a6-4197-a8ef-b1599745ec3e",0,0,0
"1","db43c08d-1fb0-43c3-ad91-a9e124b79a7c",0,1,0
"1","c1bbf303-135f-4bf5-9f0e-521a15724369",0,0,0
"1","338571bb-b3f1-45e2-9095-b67061c22d48",1,60,60
"1","7257269c-cf94-498d-9606-05037b97350c",0,0,0
"1","7a7290b2-a371-4597-b3d5-0a34caee68b7",0,0,0
"1","d63977ec-8a3b-4cb6-ad35-2be9ab7bfb7a",0,0,0
"1","aceb30a8-e656-4583-836d-893326d4b022",0,0,0
"1","bdeb90c4-9c3c-452e-a35c-de35e3433401",1,60,60
"1","079b7d62-b862-4a1d-9a37-cc4ced6e6429",0,0,0
"1","5c1cfffa-400d-4883-9c3b-7370bc29af0a",0,0,0
"1","8cef416a-d414-47b5-b7b6-f75840a48153",0,1,0
"1","a0ac8dd8-0678-46f2-af4a-0245ef395eaf",0,3,3
"1","af8c2757-1db0-49b7-b0df-c2071e9f0485",0,40,39
"1","36d60e2a-9d5f-4671-935b-d2565a52f298",0,0,0
"1","20310daf-5dc3-46e2-a3a2-ded74113dc6a",1,60,60
"1","1bfa5a99-7536-4d85-91d2-77414acac5ea",0,13,11
"1","abfc399a-ce93-4e71-b165-2dc3a2bbba8d",0,0,0
"1","db8478d7-3a90-4328-afd3-27b198fa6216",0,0,0
"1","8ea02cc4-8a31-4c4a-a486-4a5b449a3efa",0,3,0
"1","fbae0d1d-b21e-45a0-8891-8bd2ef3a4583",0,4,1
"1","a179a44d-0b96-4571-a0af-16881cbe5278",0,32,28
"1","3500dbf8-9c5a-4f4d-ac98-82487b8f02db",0,0,0
"1","d4eda4ae-aacc-4e51-ae1a-f7dbc55c6beb",0,0,0
"1","023b41d2-28b1-49eb-a80c-46ae12f6ce49",0,0,0
"1","2866ae04-a5ac-4ad0-9b17-92c46ad2f3e7",0,0,0
"1","3dc14852-703a-4fdf-b776-98fbfa4bf616",0,0,0
"1","f483c343-1cea-4e4c-9c71-23a4b51aa55d",0,0,0
"1","7694104b-1ef8-4235-836e-b96c72b33a97",0,0,0
"1","c6f77332-aba8-4dc5-9c60-946fb48a8461",0,12,12
"1","2c88036a-19e3-4414-a973-742fc25c7e51",1,60,60
"1","014511b3-af5a-4229-a586-6984f670295e",0,0,0
"1","3c004678-ee3b-4d39-b357-f9841abd9fba",0,18,17
"1","9fceb1a9-c510-42ec-bc66-e019fb2e5cce",0,0,0
"1","70a6dbe7-df61-4f7a-941f-26c052c485f1",0,0,0
"1","7dd5769d-9207-489c-af8d-982933bccd9b",0,0,0
"1","8bfcfa65-bcf4-475a-825e-b6306b613725",0,0,0
"1","f903b21c-10c4-4729-a1ae-6f72d515ab0d",0,1,1
"1","65de12d9-09c9-4cb9-8750-9b84b6894169",1,60,60
"1","f8141507-fe86-44da-a30c-fb2be2fd678b",0,0,0
"1","0aeae859-b53b-4739-83c8-683bcb0c2d90",0,10,8
"1","96d48bf6-41f5-4d00-b265-65f55e31f971",0,0,0
"1","a4ed3f27-0db7-4e48-b745-844d8a4ca938",0,0,0
"1","12bff5bf-2116-4c9a-abe6-7fe8a7d13d00",0,2,1
"1","bc2a5160-43e7-4043-a805-3ffde52fac48",0,0,0
"1","afa35f3a-9fad-4595-8e6a-9bbd092b6375",0,40,39
"1","166b791b-ae04-4c2c-97a7-e347cc871328",0,18,18
"1","ece6830a-295a-41cc-b614-e6d1e3b844e1",0,0,0
"1","08f8281e-5ccc-4638-8d95-4e1ce5ddeeaa",0,0,0
"1","44d6ad1a-0033-4ab5-9bee-bd42894950c3",0,0,0
"1","b686ec15-035d-4910-b12c-fdc2acbac79d",0,0,0
"1","718a8d4e-d107-4b1c-b40b-2824299ecf0a",0,0,0
"1","3c414207-25dc-4f75-bbc7-e15a7f3a9e72",0,0,0
"1","b36a0c4c-2d1b-47de-8781-b00a63f544e0",1,59,57
"1","658f1554-1d9d-4d06-a94c-458d6aff6f6e",0,0,0
"1","1c289e36-47c8-411f-b5f2-c341186ee4ae",0,0,0
"1","58101da1-90f9-4f29-b688-ce274d9ef245",0,0,0
"1","74d5b658-d2b6-48b4-8a1b-6e11ed9c884e",0,9,8
"1","3eb4d496-fdf0-4317-a9bb-fd2428ef6cd0",0,3,0
"1","2b0f4c52-94ad-4411-baec-66a21355f9b2",0,0,0
"1","8f53434d-5add-4ac8-9882-33a888a389ed",0,1,0
"1","0981c2bf-a7d4-4420-8b95-43a383efd1d4",0,0,0
"1","6e42cefd-11df-4969-aa16-38694aaed440",1,60,60
"1","e4b97207-9298-49c1-b6cc-2a3c089aab31",0,15,14
"1","d3b39f4d-77bc-4523-80fb-bb23184e630c",0,0,0
"1","a71d9080-faef-4a95-bbf5-2b11a1e4d2ac",0,20,18
"1","ae9f97db-c24d-4c07-bfbe-770e5f20cba1",0,0,0
"1","8b9c3c98-14ec-4d1d-b9a2-bb74a4a67531",0,1,0
"1","da8b4862-090a-430b-be13-f267547b4260",1,60,60
"1","e229fffa-81ef-4679-bb63-8af3960faf23",0,0,0
"1","71a5fdc6-2329-48d1-9da9-cec613156a74",0,1,0
"1","6039f508-dc60-4e70-8eda-2028d7434974",0,28,27
"1","78ee32f5-8729-44a5-9851-59aff91c5794",0,0,0
"1","98d6cd9f-9f96-4b10-ade6-0f755e8a0384",0,0,0
"1","fefa0401-0f06-4fac-a63d-f5a90200b29c",0,2,0
"1","0722baea-aa14-41fc-af29-070c83eea9da",0,5,2
"1","fc989e5b-43bc-44c5-84c5-0651a93860fb",0,2,1
"1","9e973bad-a584-4701-822c-d8ae4fa40135",0,2,1
"1","53e45ab2-3f27-4227-b4ad-26083111f359",0,0,0
"1","54e29d63-9009-4bf7-8354-661817c13d0c",0,1,1
"1","62e7f2ee-d235-4fdf-b4a1-a16d09b28499",0,2,1
"1","c69fd1d3-1cf4-4be9-9a2f-f1fb92cd4234",0,4,2
"1","7b94846f-9d23-4052-8c16-1ea6850b9c0b",0,0,0
"1","6ff21b6d-b6b3-4ed4-a933-bb2f3a5fede7",0,0,0
"1","e7886898-ad0e-4662-a244-069c81addc66",0,0,0
"1","4ef9005a-f69b-4fda-b9bb-6969ef44a3d6",1,60,60
"1","da9c96e5-f981-434e-a975-b013a177f841",0,0,0
"1","ac266a30-d4b6-40fb-8506-5dd87d9ac2cb",0,14,12
"1","27819468-85f7-4eed-8773-2021e0c09adc",0,36,31
"1","3a773b49-387c-4bbc-af8e-8d03b784a40f",0,1,0
"1","a2badf94-9029-4b7e-8393-eb44bd768eac",1,60,60
"1","35526c74-c8f1-453e-8a86-a1a7ba3319eb",0,0,0
"1","a8b32141-01df-4941-8275-74cc57c896f7",0,6,5
"1","8372c223-2968-47ce-bd75-1067c517e428",0,13,3
"1","5cd43675-7640-413d-93d2-d6fc47e02008",1,52,52
"1","c9d0c6fd-fb72-4429-b6df-d3c7e862fe4e",1,60,60
"1","fc999fbd-9f7f-4f87-8dbd-4cbd39b49824",0,9,6
"1","371d9e86-71df-4171-8c88-4665398956b7",0,0,0
"1","c653698e-11eb-4b43-abb2-3f69e4f88bf0",1,60,60
"1","14a2b1df-5e8e-49d7-a83b-005255400f86",1,60,60
"1","a70ccee8-03bd-4536-99d0-f3f8383fa21f",0,5,4
"1","9e94b1ae-9612-42f2-b311-19f2b938ae97",0,0,0
"1","43f4fc1a-1f3c-4f01-a246-cec451c76d5f",0,0,0
"1","c02731c7-30ff-4fad-945b-5f9fd7ad0223",0,0,0
"1","30cf35bf-c8fc-46a0-81a5-4cedfbe301cd",0,1,0
"1","ce49f1fb-a667-4f80-a381-1b2426e96378",1,60,60
"1","d3284051-2cc7-43ba-b654-57565a62df4d",0,0,0
"1","872e2b72-5c24-4067-a2d1-706efe7b274b",0,1,0
"1","a26579e3-7f08-4ead-ac1e-573d8cc30004",0,0,0
"1","218910ac-2788-481a-8e6f-ee1c8191059e",0,0,0
"1","cc557d1e-4cc0-48a8-8f11-cfa2bfdd5ec9",0,0,0
"1","8a911de4-f59f-4fb4-9519-d7481c42977b",1,60,60
"1","2d14968c-523b-4224-91b5-64b880c5204e",0,0,0
"1","a4fe10be-27a0-45c6-a63f-1ce7cc83b842",1,41,41
"1","2251d2de-72c8-40e5-b513-333aab1f3e89",0,0,0
"1","7227a07b-922e-4ba6-b003-a9604286dc9e",0,19,18
"1","add27c0c-7330-42f7-890f-2d730f89c642",0,3,0
"1","999be1d8-68e9-4b7d-80f2-00bcc5c4f9dc",0,0,0
"1","e9b06f60-a6b8-4324-9feb-e2a1631f4919",1,60,58
"1","49caf9c4-aebe-40d6-91e6-089c09cfd2fe",0,0,0
"1","46605db7-3069-4564-a95b-be999ed52efe",0,5,3
"1","2e080694-7f50-486d-8df1-6060bdade7f1",1,60,60
"1","3432bee5-bb5c-4870-9ba5-3965e98e1cf3",0,0,0
"1","d0119db5-c70e-4017-a597-3847d61b1e9d",0,3,0
"1","5b373ddc-1c42-4994-87fc-dbef076eb57d",0,3,1
"1","784c2ada-f8de-40b9-bed3-b73736da071f",0,0,0
"1","7d917b41-ec47-4941-b231-0d07115ac6bf",0,0,0
"1","7c1b119c-9711-4efd-95c4-414d8726e761",0,0,0
"1","b536dd85-efb7-4e0d-86fe-eb82c845e6f0",0,0,0
"1","3a26294e-c5fa-4337-b7c8-26334b25638e",0,0,0
"1","e0ef0c7c-f8de-4069-bd84-0ce625bb268e",0,19,18
"1","dc4a952b-0e6e-41ab-994b-8241ec0310fa",0,14,12
"1","598dc6b8-0120-44d7-b85f-2b70d37c45b4",0,0,0
"1","f17fdf56-c494-4117-8053-03a5a9038abb",1,60,60
"1","309358f7-d8f6-429f-a39f-4f9308fac3d2",0,0,0
"1","5cc723dd-8781-4a47-9d92-32089285f0f2",1,25,25
"1","fa91c5e3-4be2-42c4-8d5e-0c39f00be97f",1,60,60
"1","7bcf9c46-73a2-4f74-bdfb-b163ef0b7bcf",0,1,0
"1","d1a5b244-690c-4a23-a209-f7cad98d7155",0,21,19
"1","3fa08724-315b-4c87-a5e4-7f314dd683b8",0,19,18
"1","58e256af-6724-481f-a15d-0b4129f551c2",0,0,0
"1","a4a2925e-7c9f-41a9-a0a6-116336ebddc5",0,0,0
"1","518d0d02-a9c4-45dc-9dff-2382657c7467",0,2,1
"1","067995c1-1fa4-4b3b-90b0-d9f0e1060c5b",0,0,0
"1","e13fc22f-2ca6-4f04-b466-b9177351576d",0,0,0
"1","65432a0a-ce7e-4018-b230-420989e7da12",0,0,0
"1","2cf55e71-cb85-445d-ab4f-08f70a356aa8",0,0,0
"1","596bf0a3-4663-43ba-81c0-64d8bbd057eb",0,0,0
"1","1bbba1d5-51fd-44e7-b8e7-cf9c63bbd826",0,1,0
"1","e3805766-39db-40b8-ac86-1b62d9f082b0",0,20,17
"1","b50e7036-ef6b-4654-8939-2556e2bcdb0b",0,0,0
"1","226cb2e0-af5e-458c-a931-75653e7293d7",0,0,0
"1","ec889395-dcfa-4db5-9fa5-43956425677d",0,0,0
"1","c0487fed-f540-4bf0-b6d2-a3cb497b0c45",0,0,0
"1","cb47c882-c01d-465d-81c2-24818c20c969",0,0,0
"1","c7c9278e-a4b3-46a1-885b-eb2ca67216dd",0,0,0
"1","8839f954-7224-4080-81be-6ea5aeb47913",0,0,0
"1","0830ee55-b87d-4f8c-9ed8-346749117de4",0,0,0
"1","d6a55ddf-858a-4d58-82f0-ab85b128f481",0,1,0
"1","b0d0d433-cf44-456f-97cb-a09bd6c58671",0,2,0
"1","6cba0ac9-bd00-4f55-8db1-b9e1d8e79315",0,0,0
"1","01fd8c4c-3368-4771-b7b2-b113ade8fa87",0,1,0
"1","fe774d8a-95d7-46c7-8394-534e6d51445c",0,0,0
"1","03dc6854-fc9c-4d22-8588-d1ea98af1d11",0,0,0
"1","cd61ca5c-0e50-49b7-a24c-536969a6daf2",0,0,0
"1","f7888886-0061-4489-b2d2-e7fab2fccfc9",0,1,0
"1","26d44b84-5071-4b7d-8389-ed0a8dbf43f7",0,0,0
"1","66653531-4bf8-4d64-bb14-a2872847b81c",0,0,0
"1","a3270210-54b2-4ada-8885-68af343f4f4b",0,0,0
"1","91813bb3-2862-402a-b69e-c29b162f21ff",0,0,0
"1","6db59654-2475-4a17-9c16-8d7efbd86f9c",0,0,0
"1","33576f15-2fee-4c74-a219-8162b61e9f0c",0,8,7
"1","d181d5c5-c38c-4a4e-952e-56ec16e403a8",0,0,0
"1","db5cae43-96bd-4bd7-a86f-e1fe002ba985",0,0,0
"1","8efdc9c0-a9a5-461d-bfdd-f4affb625aae",0,0,0
"1","99fdbe9d-3df2-47c5-bc4d-5ff4b3934248",0,18,18
"1","4974380d-f63d-4e6f-aa70-ad3f6746a0bf",0,21,18
"1","1bef2910-04aa-46c0-8f9e-56166aeedc6f",0,0,0
"1","7e878f30-b675-43b0-a068-67e32d1d9927",0,0,0
"1","a71e94ca-7013-4b0e-a4a4-f731abb59ff5",0,0,0
"1","ed83837e-6f03-4e62-a7f0-e5891e7b79f8",0,19,5
"1","e8141800-0b5f-43be-b11e-6dacb157b01a",0,0,0
"1","ff8e24ba-e48e-4843-814d-101f868ec86b",0,0,0
"1","14424722-73af-4947-96c2-6f913bb77a54",1,60,60
"1","82b7f997-7b5b-4983-80a0-f02239f09674",1,60,60
"1","4407ebb5-6b8b-44eb-a6bd-3e804b31154a",0,0,0
"1","db1a625d-f443-4d55-922b-bcfaee772799",0,0,0
"1","462e1abb-41b8-4d4a-a300-173edb85d976",0,0,0
"1","c5199dca-22df-4798-b007-0ae35e424f2a",0,0,0
"1","64811c8f-05f9-4739-b3b9-65913cc95d64",0,0,0
"1","6b471dc1-d6c2-479c-9416-525a707d49c6",0,0,0
"1","804483dd-7e27-44c2-ac73-b9e2c73dce91",0,0,0
"1","ea75829e-fa1a-40cd-97d8-f75850755c2b",1,53,50
"1","f2d3e28b-34d7-40c3-954d-a2068224fc14",0,4,0
"1","2722b8b0-e721-422b-8592-3745fa2ad4fc",0,0,0
"1","5cae5052-f80a-4a02-946a-a064f893b2fa",0,3,1
"1","0dd91b1a-678f-4996-b764-ed94022f9f10",0,0,0
"1","7eb7150f-6a8a-4579-bf37-bdf26a722ab1",0,8,4
"1","7c92582e-ed98-4279-9fbd-cc2e3159ac90",0,1,0
"1","bb0fbc9f-7c59-4dba-ba22-655ef0664f40",0,0,0
"1","8c909f0c-c87c-4954-8457-f4eb3a9f0d2e",0,16,16
"1","0d330491-45e8-4750-a9cf-a513beca990e",0,0,0
"1","0c76c02e-1f40-447d-8de2-dc5ce742d197",0,0,0
"1","94f96411-19fd-4d7d-845f-802716c4b514",0,0,0
"1","1200faa1-cc81-41b4-80f4-a849ca6396b9",0,1,0
"1","47855a8b-89c4-46cd-aca0-3373054b72d7",0,39,39
"1","5d6f7d08-3377-4baa-be2b-a7a7f1819d0d",0,19,17
"1","aa2a471a-60bd-4f04-ae30-ec20b6306cd5",1,60,60
"1","9837a58d-de90-4e92-952e-133d55e00024",0,0,0
"1","dc48b9b1-a35c-4c6c-ae4e-c8d47f57f65f",0,0,0
"1","18b5135b-9263-465c-b0cd-536046a000c9",1,60,60
"1","22bfc614-ae97-4d11-9e4e-13db51b50057",0,2,1
"1","911b7fac-3cf8-4421-9944-bb50d6e37564",0,0,0
"1","5820aeed-6d5f-4996-a742-f89b6ff6c4e9",0,0,0
"1","168c64da-90e9-455e-8868-fa0b70e50696",0,0,0
"1","d133ab5f-d5af-4824-9c73-d979df97d997",0,18,18
"1","6f903ce4-edca-4644-b6a1-cb2d0ceda5c0",0,0,0
"1","1f9c3abf-f4a2-4e69-9d6e-7cccc7664e2c",0,0,0
"1","11deed60-2b9e-4b98-aa10-d64c51dc1237",0,0,0
"1","65ebab3c-1c07-4130-8fc6-68a007e02f1d",0,0,0
"1","9729e560-1a31-4054-8ae5-d8864a58d7fc",1,60,59
"1","95d5bbae-ff58-4658-973e-538f69bafe8e",0,0,0
"1","28cf8eb1-ef89-44c6-a614-6fdb930ca689",0,0,0
"1","971dd442-bc3d-4c65-9410-1b3a4d82a353",0,0,0
"1","4745954d-5b1a-4664-ae21-3e7db2ee599a",0,0,0
"1","02f133fb-9790-466b-93e0-05d047c72960",0,0,0
"1","68895423-e9db-433e-8ed7-96bbca6e3ec8",0,0,0
"1","2b91cfaa-9621-4725-9ddc-bd3ecbe13165",0,0,0
"1","00daf893-5fdc-41be-a5a3-cb87a22f62f0",0,0,0
"1","bff06c4a-a558-4974-9d8d-15a9955f575d",0,0,0
"1","ff98e591-74c3-4834-83ad-b0cdd3c97674",0,0,0
"1","7362db68-bd0a-4cf8-a25d-d8cccafb587e",0,0,0
"1","2941eb9e-3cf1-4799-bc4f-a1cb5af49737",0,0,0
"1","f7161c97-eb18-48b7-ae15-6391ff78eee8",0,0,0
"1","123ba431-2a72-4f02-bbfd-8e6b040f68de",0,0,0
"1","ec209750-5024-4324-ac68-69b70f3e85a5",0,0,0
"1","27cd132a-74e7-4671-aced-4e7e1779b91e",0,15,14
"1","655dcb04-50bb-46db-abb2-f05a6e60138c",0,0,0
"1","94e0b28c-4e0d-4b36-89e2-93a993daaeab",1,57,57
"1","dce6f379-73d1-4968-a650-70d67cefd952",0,1,1
"1","837d6fe0-8687-43c4-ae7f-62f0b6d88c1f",0,23,0
"1","0f296df7-4dc9-44a9-af3b-5e1f891a5aa2",0,3,0
"1","8dc436fa-ad42-4d56-b586-41badfd605eb",0,0,0
"1","10f1d06b-a180-4aaf-8edf-40e3ccded1a4",0,0,0
"1","3d9d8428-79b9-4946-9d60-4a8e50501104",0,0,0
"1","dac3a5af-0e58-4a57-87bf-a7b7d7191608",0,0,0
"1","fdcd3495-9cc2-4fdb-967c-ce9cce9b19df",0,0,0
"1","6e11df7f-f3f2-409d-a6fd-93131b86315b",0,0,0
"1","d538134d-3dd4-479b-b68a-b52a1a0fdc86",0,0,0
"1","44346e09-7b52-47aa-b87e-d821fca84a7a",0,9,8
"1","72271971-9fd2-44bb-86e9-b5f9f7b17763",0,0,0
"1","e4779749-2c26-4b60-a99e-996c52096d41",0,0,0
"1","2c1ce25c-40d3-4f44-9e7b-133b1a1d4efa",0,0,0
"1","f2911b9d-fe2c-4ff6-8013-27be7af5000f",0,0,0
"1","3f41856b-a1a7-4f6c-b3fb-cd398bb971d3",0,0,0
"1","3e1222a2-86bc-4094-9ed6-8057d7d009ec",0,0,0
"1","1aed3483-1340-400c-9583-9c89dcd8cb1e",0,0,0
"1","f035debc-ac32-4000-a75f-6ca9b97c32cd",0,0,0
"1","1fb59b57-77bf-4666-9cfb-5882760714c2",0,0,0
"1","ada82715-729f-48cd-877a-743602b5cfd9",0,4,3
"1","90f6d993-bcb6-41d6-b00d-21568c324e0a",0,0,0
"1","0029a786-6611-49f0-aeeb-c4b1474a7c78",0,0,0
"1","9eee2d6d-623d-45da-ad17-c35a873cd1db",0,0,0
"1","bffcb0bb-bfaa-4401-ba61-0d0ba2c355d4",0,0,0
"1","9d1e0797-43ed-4589-b74e-c6b86649f9bb",1,60,60
"1","27290582-db8d-4bb8-8b4f-4175eb287187",0,25,24
"1","6cd0f9e5-fb11-4eae-82b4-cc8d6e9dbef4",0,0,0
"1","8c558d44-d36d-4484-916f-60e63394a344",0,0,0
"1","67a3fe8b-1e1d-4252-adf3-78c123d27ef8",0,9,8
"1","c4fcc017-8ce5-4a56-beaa-c1502472f2e1",0,0,0
"1","8f3bd194-9bf7-4a32-9ad5-04228180abc2",0,18,18
"1","40df3d4b-fa9f-4380-a245-1facdf1a53ce",0,0,0
"1","258649de-ca83-4059-bc5f-2dd34b232f58",0,1,0
"1","9aaf7814-ff2c-4664-b7a9-ec2b85545930",0,0,0
"1","dfabcb1b-6a7c-4bbd-bb41-8c660b00a383",0,0,0
"1","3f60a6d8-e718-4f6d-8192-763c7c706abc",0,0,0
"1","09c184c7-96c7-4577-ac5d-064f25239e8f",0,0,0
"1","ce45e1e1-5166-40e1-9bc2-9701fb378412",0,0,0
"1","e786a2b7-ec82-4475-b0f3-a75af16c13e3",0,22,21
"1","7350dafc-9663-4c8a-8ca0-71552102ce8c",0,0,0
"1","f3f5fda3-3955-436d-8f74-5cfaa466c4c4",0,0,0
