"run","learner_id","steps_visited","steps_completed"
"1","92bb3550-b30a-44d4-a1e0-38f940d5d8fb",4,3
"1","92d028ed-9842-4830-913b-a21936840321",1,0
"1","92d0a36a-6615-455e-bbf5-659bb0b4e5ef",1,0
"1","92d38719-5a5b-43ca-9a31-52db45e11e3b",1,0
"1","92dab8c5-212d-4843-9100-c2ebaf8dcbf3",60,59
"1","92e0043d-35d9-4e6f-80af-abd819153b4b",2,1
"1","92e6ce02-f934-4c7b-b41e-40a74ef09483",4,0
"1","930b14f4-f594-43cd-9106-1fc66a56619c",12,11
"1","9310d5cf-79a4-4493-9126-8597d347403e",2,2
"1","93127597-a40f-4b05-a0bb-e58a1343c6f7",41,35
"1","931648b0-fff9-41b7-a8d4-8fb965f7d242",5,4
"1","9317fb3e-1e6a-48e1-8a2b-0233454d537f",33,32
"1","9321d0e4-19db-4594-b4fe-3e4c3612c597",12,10
"1","93348c5f-8a31-4967-b2ec-7fb0782882e4",59,54
"1","9359ae79-cae3-40b9-bf81-af5fbb774275",60,60
"1","9362f4c9-0741-4627-886f-5269ceb63ade",1,0
"1","937cce6f-890f-4690-9d9b-ba7210cafc52",39,39
"1","9385d961-76c4-44fe-8bfd-d6b1167c097e",19,19
"1","938812d6-1339-4add-8631-449e547a01fc",26,24
"1","9395dfc7-382a-4e4a-8773-ce53d1a5c0b5",1,0
"1","939d06e3-d08c-46f7-b53d-c80493334baa",4,3
"1","93a4c5be-9ca1-47f2-a11b-eb4d79d699f7",60,60
"1","93aeb792-77c0-4d14-ab46-68dc2b1e7d3a",2,2
"1","93b89fa1-2af4-4755-9fb8-296da9ef5b91",52,44
"1","93c1898e-94de-4b38-9d6a-7295ca4c2d07",2,0
"1","93c2e0b5-c4c2-4736-9a64-a6f96b04efb2",12,10
"1","93d1ef95-01b5-4f28-9d1c-63650f86c84a",18,18
"1","93d2607c-850a-4f16-b4d2-0415474f8d3c",5,4
"1","93ed6744-3c50-49f0-a61f-bb5eac812cda",28,25
"1","94075e8d-e0bb-4143-b819-add3545ede0d",29,28
"1","940db112-0549-4df2-a4bd-dd1cf52799cb",59,58
"1","94206a70-b591-4c43-aba2-9ddc5c3c66d9",36,35
"1","943aa6e3-e6d7-4040-b7bd-b6c4a9a48532",4,1
"1","9447456a-74a1-4a5f-9734-5c8e121a54b5",28,25
"1","944baba0-bf7d-4152-a01d-c6600faa609e",60,60
"1","945bdbd2-f78b-4410-824a-415fc684e9f6",1,0
"1","945bf910-dc8b-4366-83c1-389501d290cd",60,60
"1","945c126d-9d9f-4798-ac7c-9253c7a31926",1,0
"1","946739de-b467-4096-a140-b9b95fb6059e",4,3
"1","9470cebb-9abe-4f70-b142-33530ef32993",8,7
"1","94889b49-b1ec-4886-9026-5ba10a9187f5",6,4
"1","949b7cec-4bf3-4f67-8043-2eb782e6f49d",1,0
"1","94a0c34f-44c4-4729-8b3e-1eeb19caf8ab",7,6
"1","94a59f21-5207-444e-84e9-03a4a1d26092",60,60
"1","94a6bf7a-491b-47b0-9999-24f270642afc",60,60
"1","94ad1188-5614-4f62-998a-483891de0859",57,56
"1","94af0410-965a-4288-8bf4-8b51b4867cd1",8,8
"1","94b113af-2e39-4bbe-938d-43e50a174637",1,0
"1","94b4ac55-fc10-4cf9-9ef1-3fcead6bb72e",14,13
"1","94c179a9-7fdb-4496-87ad-9cae89db4332",3,3
"1","94c84c72-a442-4b72-a851-eacb818745be",60,59
"1","94ce65ef-9482-420c-ad23-a1d50d1b29e6",60,60
"1","94d29bf1-2b2e-4d2e-8bea-9ab0dcfbc5f6",52,51
"1","94d4c9df-3b75-4af9-8356-11341d5acd7f",57,55
"1","94e0b28c-4e0d-4b36-89e2-93a993daaeab",57,57
"1","94e50cd8-fc67-414b-b268-5707f0e97b6c",25,21
"1","94f0d1f3-0723-4602-aa37-3434112c3a2a",20,18
"1","94f11289-7154-4461-8124-05962e2c6a48",1,0
"1","94f6516a-a97e-4e8e-a6fd-3c3e9b35becc",1,0
"1","94fcc59b-16bb-4545-b41a-94dc13ec11d2",7,7
"1","94ff2cf7-d98f-43b4-b689-65d7c94767ba",1,1
"1","9516cf9c-77ed-4a1c-958c-e556bf69d275",18,14
"1","951dca65-f317-42bf-b933-4015fd4fd9c8",1,0
"1","9529693e-d5a0-4b2c-a3af-1f0e051a0d04",4,3
"1","952f906a-982c-416c-a397-726ecfe69668",60,60
"1","9543d7c2-0bfe-40c0-aa9c-b70538272928",3,0
"1","954dae48-f98d-4a08-91dc-3d9b1556b25b",6,6
"1","9562b55e-7bbc-4143-8acc-d263f2017470",19,18
"1","956fe260-d491-461b-bfe1-8c5ca7bc01b3",60,60
"1","95768ae3-0479-4063-93fd-4e3d0808d210",2,0
"1","957ad7e5-f4a3-4b9a-ba41-d03397880f03",1,0
"1","957d459e-6954-4381-a6b9-bf3eab301d0e",19,18
"1","958a87f8-e045-458f-b013-9c4b055b17d3",1,0
"1","95976c66-cae9-4a26-aea6-706a6db193a5",5,4
"1","9599da9d-6de2-4e2e-8402-cc8209c033b6",1,0
"1","95b33950-4260-47ad-bcf7-6c140a752f97",5,3
"1","95d201bd-c700-4525-8569-1b8998fd4e67",60,60
"1","95d44541-1c34-4b86-973f-fd642a126a7e",6,0
"1","95daf81e-e14a-4140-961f-c18499fdd184",8,7
"1","95f24b43-61be-4ae9-a737-043d3a32fbb9",8,8
"1","95f2aa0f-3d46-4b05-8384-f8f4b5dd9c12",59,58
"1","95f40494-e5c2-4f1a-a0e5-5ed433f1c506",5,5
"1","95fa57c8-9145-4e9e-af92-09b4f0e23081",2,0
"1","9618bdc6-e409-46fb-8181-52c9af295df8",2,0
"1","96215463-6394-4174-8e45-2154101bafcd",5,4
"1","9627bda4-190f-40c1-b92f-1a7438d4ecbe",4,3
"1","96439915-19eb-4ed1-bc34-ae6516f946e5",3,1
"1","965162d9-80ef-4fc3-9bd9-ed2624172d7d",60,55
"1","9663bfa5-1930-4393-9433-aad5a86bd750",1,0
"1","967619a7-55ef-464b-b2fa-77e21d9ba34d",31,31
"1","967ceee5-fc96-4972-b89a-705b45b07a46",5,5
"1","96943efb-20d1-4107-bef4-07643d67f0b7",2,0
"1","96b9d36d-ba7b-4a17-a300-ac310d2e36b0",60,60
"1","96bade87-abe1-490b-99c1-71d1b38ea340",3,0
"1","96d2e8ce-4608-400b-a3c8-7cdccabc5407",4,2
"1","96dee596-6139-49a9-8094-8dfa5aa46482",57,54
"1","96e8a5d6-4368-4903-b7fd-941c84e14685",19,18
"1","96eee7f3-f6d7-4c61-83fe-cf95ca6e2570",3,2
"1","96f00362-d577-497a-bfba-b90efaff0500",2,0
"1","96f1634d-debf-4633-99a4-282fce771c96",4,2
"1","96faf31e-3e53-40dd-8f2d-5442632e89f4",13,8
"1","97138b6f-8f13-4532-a0f5-7b1b7cf629a6",13,12
"1","9729e560-1a31-4054-8ae5-d8864a58d7fc",60,59
"1","972cb5ae-0d80-466a-850a-42740c70f3d5",5,4
"1","9737a218-0261-45f3-aa61-6c9bf9dfbe15",2,1
"1","973ec125-1119-4860-b7ec-2014df678c80",2,1
"1","975840a6-2163-4c4c-944d-a56e9021e90c",3,1
"1","976cb083-fd14-4869-986a-ae45fab3aff9",1,0
"1","97881ee2-f1e9-46e1-aed7-fe34edb42523",2,1
"1","9793b880-cad8-453f-a0a9-85a36d8a55b4",60,60
"1","979d4614-bf18-4035-85aa-5bcd5f732d46",51,51
"1","97a13e1f-5320-42e7-9e2c-fef86c5d7bac",46,46
"1","97a51a7e-9ac6-46a5-85ae-f2ee596a4ebe",1,0
"1","97aff2f4-b577-4c0f-9548-7d0dfb97ebd7",13,0
"1","97d43e84-21d9-4c1a-a3e4-1837f783afa7",60,60
"1","97d55f4e-69a1-470b-930f-1b6967aa5e7d",21,21
"1","98037d36-ed65-49d7-af08-bba926db8482",12,10
"1","98083e7b-b1ad-44e2-93ae-1bce42c5e96d",9,8
"1","980a4d46-9d94-4581-a6ad-52ebde54ae84",3,0
"1","9810e2ae-ad21-43b3-9edf-1b2af00db97c",2,0
"1","982f9075-8971-433a-a5f1-ade2035e169c",25,24
"1","98338272-d53c-4c31-8c3c-482925b7c40b",6,1
"1","9852bf48-266a-4465-b593-73a563098d69",4,4
"1","986d1696-33fe-401c-886f-3c248641885f",7,7
"1","98745632-495f-4ca1-bfe0-02ab7b6b4519",60,60
"1","98754aa6-63d0-459b-8ccb-debbfc9d2faf",18,18
"1","98764449-f00b-470e-8e84-e0c918fb25fc",2,0
"1","987d5175-7217-401f-8535-539c747cfd1c",18,18
"1","98947f7a-0d66-4e01-9452-e5b650b7aa99",9,7
"1","98abf9ac-0317-44cd-bc74-64d8d9ec7259",60,60
"1","98ae7dc7-50a0-4429-87cc-d2de2b25cb60",5,4
"1","98b19441-30d9-4624-b8fd-ecfd965a0e60",5,0
"1","98b5ff37-caa1-43f9-8c68-3aaf822b05e6",3,0
"1","98bc7f98-4204-4683-9f90-3f3443c35244",2,1
"1","98c4c51d-77b5-40cd-855a-1a0d4a11e303",13,11
"1","98c613a4-c73a-4484-afe9-c440c47bc0d6",54,54
"1","98cf1c23-9d20-45aa-bdb9-aad593d3ba40",30,30
"1","98cfa2ab-9963-41ca-83be-5d908d29ca20",60,60
"1","98d6b526-c0aa-4ef2-8e9a-f373f70258fc",9,9
"1","98dd681d-2594-4f5e-8227-064e784a643c",9,7
"1","991cf600-0d5a-4ed2-b3c5-a9880fc675e7",2,1
"1","991f7c57-8582-4efe-82fc-d01609ca884b",60,60
"1","9920a52d-02d0-42b0-ab61-e8726ed7a4f1",60,60
"1","992df26c-bd0a-4789-bd76-1ef3dc73f961",1,0
"1","9945870b-2b07-400c-ba2c-05f48b6c2d69",1,1
"1","99470778-4e04-4b15-a467-463bb06f36f0",3,2
"1","994fc764-ad16-4231-b0a3-792d512d1399",54,51
"1","995027c6-94d4-4577-aeec-2e4f24095348",57,57
"1","995eb081-6a6a-42ca-91b1-b053f71015c3",4,2
"1","996cb0cb-2973-4e12-88af-fcb7783af247",1,0
"1","997f8f33-c9bf-4140-83c5-0d0f8d6e7d02",2,1
"1","99810ca6-7203-44dc-bd4b-b010a33493af",1,0
"1","9986bb68-b926-43f2-931e-da63ae68e1b3",2,2
"1","999a9ece-35e5-492d-8e8b-bdf54ccb455a",60,60
"1","99a9bfb0-0e0c-420a-a70a-e2b20ae4a083",6,6
"1","99b6b23c-7cb8-442f-996f-20d8b3e5ec74",60,56
"1","99b9576b-babd-4a52-8b12-81d8b6aa9c96",60,60
"1","99c41922-0eae-4ded-a659-0926b7b92d1a",1,0
"1","99cff092-4b9d-461d-b374-74b15a103b85",60,60
"1","99d61cb5-65c3-4e29-95d0-3877dbdc42fb",14,6
"1","99da8b35-f8b9-41c8-a760-f6041cd8d42b",1,0
"1","99ed1ccd-329a-4af5-9ed2-2c334fcebfa0",39,39
"1","99f00394-b2a1-4982-9f5e-eeaf9852f945",42,39
"1","99fdbe9d-3df2-47c5-bc4d-5ff4b3934248",18,18
"1","99ff9aea-2523-41e3-8a87-363b1eddf7d2",60,60
"1","9a402a77-3645-4acd-bd31-57244692cc79",60,60
"1","9a424012-6372-4c87-b3d7-1691f913117c",23,23
"1","9a42fa78-bc5a-451b-8cd7-fc01a6d3e585",44,44
"1","9a4e2b51-abe1-4c52-9695-aac84c7dc6b0",60,60
"1","9a591187-4b7a-41a1-aeca-4eae7841562a",11,9
"1","9a7b5134-6422-4aa8-be28-c9fb59a4aabf",18,18
"1","9a82bb20-b84b-4255-9967-32996dc55951",1,0
"1","9a8afcf9-84e7-447c-9efc-b4935e671635",60,60
"1","9a8df061-f04b-42df-910d-93276093ad9c",8,6
"1","9a93e5e5-457f-4422-8fc8-47906a41c2ef",36,34
"1","9a99d72d-fa37-4a5b-b8b2-cfcf12e7fb57",4,3
"1","9a9e97eb-bde7-4098-b07b-c51b7963715b",1,0
"1","9aa4dc5f-f2de-4e87-abd8-2593b03085d3",60,60
"1","9aab1803-8bcf-4308-93db-3b28279370ae",21,20
"1","9abb24c2-a212-45bf-85cc-dc3a0db91d55",1,0
"1","9abb8c8a-8a35-4d7d-a423-cf5161bddd93",53,51
"1","9ac0417d-521e-4cd6-be54-2db3372f5fc5",2,0
"1","9ac15c61-6180-4233-85f3-071f8e3e7a13",59,57
"1","9ac634d9-4e78-4dd7-aa72-5c9a61174b9a",14,12
"1","9ad634cb-3806-4043-8836-d9d741c5ff0d",1,0
"1","9adca0ef-aa25-4b71-a79c-2a9627f7ba42",18,18
"1","9ae398e1-51f5-4b7e-af19-78a5629f21bb",1,1
"1","9aeac329-3851-4794-9255-14c40a1d116a",13,13
"1","9aed58dd-47f2-4386-bd70-0f215c6f92a4",2,0
"1","9af32103-f1f3-4736-bf43-715b94e18ee1",2,0
"1","9afb9f2d-816a-4588-aa90-101c3a9462fe",60,60
"1","9b01ae65-c793-46dd-8a8a-6a4dd1393551",60,60
"1","9b11f9d9-5c1e-4306-b339-50fc8fc5cc63",15,14
"1","9b1c6dd0-777d-4dbb-8375-61958aaa929a",2,0
"1","9b30724a-accd-4ed0-8569-b3fea31e95c3",60,60
"1","9b44e437-5152-46ca-953f-41ca4f945457",59,59
"1","9b45ecd5-1966-410d-8b5b-69851b3da0c4",16,14
"1","9b50f522-91f5-424d-b7ba-f32be14eb36a",18,18
"1","9b53aa29-d667-4630-a83f-7a2060e61e4a",5,4
"1","9b74e82a-2558-42ca-ab1b-7f71c0e3a29f",2,0
"1","9b7d6c2d-6692-45d1-8398-a5e6f7d80bbc",27,27
"1","9b8e1d8e-2129-47ce-90d3-25bcbf23946f",2,1
"1","9b8f5489-32ef-40d5-84a2-817207b45109",7,0
"1","9b9405aa-8c61-47e5-b0e4-ff3a3a168415",48,47
"1","9b9665f4-ed4b-40cf-a83f-a8d4e53c3ea1",1,0
"1","9bb48635-4e02-4311-a2ba-28ea07467214",26,26
"1","9bb96269-54cd-494c-a2dd-795f9f7d9f6d",60,60
"1","9bd188cc-67e2-4113-b7a0-08fe3ead6316",16,0
"1","9bdb861e-f725-40f0-a831-7cdc7f67c49f",1,0
"1","9bdce9a0-faac-416c-af0b-7ebf7da5adf2",18,18
"1","9be0c063-19ec-4c8f-b8dc-885c1aa35238",3,2
"1","9be46bad-c0e6-42ae-9966-0a317748151f",33,24
"1","9bf3a8a3-db9b-4019-b7df-c799db8b3c01",18,17
"1","9bf512d9-c670-46b4-be1b-91ce83b28bcc",23,22
"1","9bffdbef-934f-469e-b221-ac2e0b6724e1",2,1
"1","9c00fa9f-6410-4e56-a458-fa1eee84cb19",3,2
"1","9c17cd69-3f43-4156-9aa3-27960035720f",60,60
"1","9c23a086-f6ba-4ee8-9f86-4ccb7d9db4bd",44,44
"1","9c323079-1abe-4f4e-afe3-f1b7309d8459",8,7
"1","9c35148f-81f0-4bdc-b878-65bbd3204728",1,0
"1","9c3cea0e-a0e1-4728-bdb8-b7f5d56b0cb5",39,39
"1","9c4bfd87-1184-4cab-bb7b-e8b2600bca44",60,60
"1","9c52b39e-8272-496d-a8c7-1c2f5fe115e9",4,3
"1","9c53ce9e-df11-4b6d-9e3f-cdfa8d2161e4",60,60
"1","9c6002b4-e3b3-47db-8f6c-83301d48819e",9,8
"1","9c70b075-9a33-4558-863d-76f0f51e3482",60,60
"1","9c7bb200-6d56-44c2-816e-32a40cefaae1",23,22
"1","9c7e3d65-b0c2-4811-8973-0ea386b019bd",57,54
"1","9c7e8d29-d7e4-4836-a816-3604cea9bb0b",60,60
"1","9c883f8c-e850-45a2-af8d-fbb4aa1c7e57",3,2
"1","9c9a3c25-bb2b-4be9-868b-2a26363915ee",7,5
"1","9c9f368f-f80b-44ab-9338-fcc94850baaa",3,3
"1","9cd54de4-eff2-4466-b82e-8669906fcdb0",19,18
"1","9cd849d3-1e11-4a1b-9d4f-b994eb2394b2",60,60
"1","9cd94e07-771c-4fac-898f-bd453ce3d3ba",2,0
"1","9ce15740-5660-4800-8b63-d54360823538",2,2
"1","9ce3a9ac-425c-4b03-82f3-adc90c951be0",60,60
"1","9ce5d4d7-0e89-49fe-9048-9418cb4ad59b",60,55
"1","9ce6b899-74bb-4c4a-90cf-4404b58fbe73",60,60
"1","9cee11e2-bf83-4f03-8500-5fc4af17e57d",60,60
"1","9cef2627-4183-4e49-996e-cf982dd52f1a",15,15
"1","9cf2c8dd-a1e7-4124-97ef-27b6ff87aa2e",1,0
"1","9cf669fe-849e-428b-8968-7b069682c17a",5,0
"1","9d0e068c-4a04-4d0f-8dff-b52d1f45fbdc",19,18
"1","9d1d2ec4-ee71-4f35-aad5-25f9e60351c7",3,1
"1","9d1e0797-43ed-4589-b74e-c6b86649f9bb",60,60
"1","9d210e30-7039-41fe-96d3-a4d81643eae5",1,0
"1","9d3043fa-658f-4061-9d72-3ca3ce5164cb",1,0
"1","9d3768d5-c9f2-4d56-94bd-1175fa7a2cbd",1,1
"1","9d38cb3e-3858-4703-8eb4-38d674fcc3bd",13,11
"1","9d3cc3cb-fcec-4911-8fd3-9d98644f3f3d",19,18
"1","9d641b95-5623-43a9-a87a-1944b5562349",1,0
"1","9d6ae666-6878-48cf-8747-a808aaf7c2c0",57,54
"1","9d774da9-48e2-4c88-887d-07e6e07cf11a",33,31
"1","9d87f3a9-faba-45d5-97bf-ba0674a24355",23,23
"1","9d887e12-adae-4330-9349-affffca9e82e",1,0
"1","9d9a85b3-a214-469f-ab91-7375e2800bac",41,40
"1","9d9ece52-eaca-4803-b329-7ad3c7059599",1,0
"1","9d9fe97c-e20a-41bc-9f21-ee402b7f5986",60,60
"1","9da5271f-858c-4914-8b9d-1eefc06837c6",2,2
"1","9db08efa-e60c-4cc3-92e2-7c6582d63b5c",60,60
"1","9db593d1-313c-477a-8479-dcdd6cee757b",41,40
"1","9dc0e80b-b326-4613-9d53-f6d36a420b23",2,1
"1","9dced70d-843c-43bd-bf28-82cfc8fc1e50",14,11
"1","9ddd2780-7aa4-42af-aa8d-1c6b295a2bf0",50,48
"1","9de10783-9eca-44aa-ac79-8024ffd92657",5,1
"1","9de89119-61d8-4cc0-aff9-490f375af2ca",51,50
"1","9e19a61a-c2db-430c-87da-d1de9d3feaf9",1,0
"1","9e2a7548-db0a-4010-8efb-1f6aa08cd6e0",60,60
"1","9e3ff144-9ae7-417d-845e-0e9f70191005",1,0
"1","9e49b753-ad29-4b2f-a9d0-33515faaef7a",1,1
"1","9e4e1151-a630-4b22-b476-378dca0d2052",60,60
"1","9e5129e2-0500-4df1-b395-48713075959f",5,5
"1","9e5386cb-5b8f-452e-aa37-3501551143fa",1,0
"1","9e58f1bf-1b9d-47c4-acf1-ca198a24db2b",60,60
"1","9e64407b-935b-4e30-b04d-4679011c67f2",30,30
"1","9e663108-ac3a-4d8c-b3d0-d015e6effff9",39,39
"1","9e878997-96b6-4de9-b1cd-fa0399e1cf42",60,60
"1","9e973bad-a584-4701-822c-d8ae4fa40135",2,1
"1","9e9d9339-37af-44fd-b16f-46a8deb48883",18,18
"1","9eade640-f249-4b34-bf42-59778fddee19",22,19
"1","9eaf54d7-dc44-4630-81ba-4a06c8f3773e",1,0
"1","9eb6096f-2ce0-4f45-9731-9741ab8fa1f7",60,59
"1","9ec82de8-1bbb-452e-afae-77a06f29ad72",1,0
"1","9ed05205-a6dc-4844-854a-a284396b10d8",60,60
"1","9ee2b78e-7d54-4974-8126-4110cb2f413b",14,12
"1","9ee680c8-98a4-473a-b217-2ea17edb2d08",3,0
"1","9eecf353-e7a6-48c3-b926-3a2ab5c3b3ec",17,16
"1","9ef0776c-0760-4750-9dd8-b4c5569af660",5,4
"1","9ef1e59a-dc1c-4b0c-8dbd-cdcd395049af",7,6
"1","9ef743cf-199c-4267-b73e-66aae758100a",2,0
"1","9efd77ec-2a88-4b16-9886-88ff4d98ba87",23,22
"1","9efe8550-ee2a-44bc-8637-32353e2d7ef8",60,60
"1","9efe899e-1b70-45ce-9878-a0071ca15a08",2,0
"1","9f0ef7ac-0b28-4acd-9331-69de6b70cf16",2,1
"1","9f2a5904-9f52-43ba-9054-e011d047e0d7",1,0
"1","9f2d8714-bcdb-43a7-97ad-0d6dabfdf46d",39,39
"1","9f3363fa-963e-4b96-8922-d633f6d6368b",50,48
"1","9f35a9c4-c16f-45f6-bfde-aedb6f5497a7",1,0
"1","9f410339-c0a8-439b-bfd1-fe17a2d87830",2,1
"1","9f444d8e-b92e-4ac9-8a85-8017c48cd18c",1,0
"1","9f48bacd-f0d8-43c0-8020-ccb95447b842",11,7
"1","9f5945d5-a8b3-4461-adc2-833731f44bd8",59,57
"1","9f5be0ed-c03c-4185-8b11-09bc46df2e1f",60,60
"1","9f80f00f-313d-4d8e-8df1-bd99d245addf",1,0
"1","9f8708b7-0333-4c3b-8321-06c86df1d4f7",1,0
"1","9fab3550-efa9-4d49-9330-cbc8a5a19f18",3,0
"1","9fc0f16f-6d8d-448e-ae73-2e15658d0377",60,60
"1","9fd352dd-59fb-4f4b-9e88-919e25964edd",1,0
"1","9fef2894-6225-45e7-a5c8-3492a3814288",60,55
"1","9ff730cf-684b-466a-b330-ee2d4ea07c5a",60,60
"1","9ffb90fc-32bb-4370-b5ad-c840f9437057",3,0
"1","9ffe7d88-3c1e-4a7f-b6f0-36e7559218c1",14,13
"1","9ffec6e0-fc81-46ab-859a-11a8bb27501f",12,9
"1","a0114d74-3f49-4b75-b99f-d516d4c9b7ec",60,60
"1","a013577d-74a0-4088-9734-eb46e9d5864e",3,3
"1","a0146901-e43d-4a8c-becf-2df1cc904be2",1,0
"1","a021224a-4a63-4eff-b0c3-5e992fadfe30",18,18
"1","a028a70d-e953-49b1-b0c6-e35dcdeb5f91",1,0
"1","a037204f-24f8-449b-a45a-895f0c86e4ea",9,8
"1","a0615e77-456b-4587-9212-8d6954e0e245",60,60
"1","a0642fb6-0f99-49a5-a103-bdd4ba8cb98c",60,60
"1","a0690cea-0b86-4450-8aa8-c07866903572",60,60
"1","a06e9849-22ba-4e28-a0e2-32ad6637d856",17,16
"1","a0700766-5334-4cea-93a6-ddfad354ea65",3,0
"1","a076bc49-5db0-4072-b4a5-8871dbf2e10c",41,41
"1","a07ae198-be2d-4371-b507-df03d2f34075",5,0
"1","a084f747-a295-48d1-860e-2424dff78ec0",11,11
"1","a08594b9-503f-4ad1-80eb-cf915d8f37af",60,60
"1","a08c50f9-ac1b-44ed-a0bd-1be9915dc66e",1,0
"1","a08e8627-a469-4ee1-924f-97daba2abf39",3,2
"1","a0ac8dd8-0678-46f2-af4a-0245ef395eaf",3,3
"1","a0b38262-ebad-4a3b-a977-23fcb6f11ccd",7,5
"1","a0b86ce6-5c39-46bb-bbbf-2f94702a3397",10,0
"1","a0eca55b-11c4-4306-8257-63872a419256",1,0
"1","a0eeeac9-4731-40cb-8363-dc1a88de6257",3,1
"1","a0f6fddc-7589-4dcc-8dbc-91b2bc58949e",59,58
"1","a108b134-5dcc-4ac8-af09-0ccc78739457",54,1
"1","a1169c06-7b4a-4376-877b-2e7297d908af",60,60
"1","a1210718-f8e0-4c05-a5d9-58fc3dae0123",8,4
"1","a12dc76b-1eae-4561-816f-aa7c285b250f",14,13
"1","a138afc6-0ae2-4474-9053-fae22ebef220",2,0
"1","a14670ba-d169-409b-9d23-0894f06953e5",2,1
"1","a16040a5-0706-4f77-a6eb-ebef75b02403",4,1
"1","a167a57a-41a2-4fe7-b054-4b1d86e1c75b",60,60
"1","a16b9057-b96d-4ed7-ad39-d47b2adddbda",1,1
"1","a172b90f-7eb6-4690-9a12-6de6a5b5e312",1,0
"1","a179a44d-0b96-4571-a0af-16881cbe5278",32,28
"1","a17d3774-8c52-4e70-9ae2-bd23566068c7",11,10
"1","a1843f21-3f56-48b7-9985-0e9634db6357",2,0
"1","a18e19ed-44c7-43c8-b681-fbc9b64c529a",1,0
"1","a18ecae6-2ef4-4bbe-aa15-c23db6f9ecc0",1,0
"1","a19a4537-76a1-43af-82c6-ee1e5a5cc44f",60,60
"1","a1a385d0-e786-4e55-99e3-2bc93cfc5253",7,6
"1","a1a88651-b03b-40ae-a91a-e96db7904f4f",15,11
"1","a1ad8719-444c-4012-a09a-f31c8fee955c",59,59
"1","a1aec10c-4f2f-4674-901d-a463f03740cf",4,0
"1","a1c3b456-59b3-45f1-9dce-4925fa37eade",4,2
"1","a1c4b2e3-09e0-45db-b77f-1adbe0815cf9",18,18
"1","a1c881ef-93b7-4554-bd18-29085f4ad27d",13,1
"1","a1ec09b2-0eca-492e-9b41-c7cc7ea8f8f4",16,15
"1","a1f22c7f-fe00-49b6-b126-d861998ad2d2",1,1
"1","a1ff58ae-1a55-4337-8e04-b2f8e68af554",39,33
"1","a20865df-4cf3-4151-8145-3d373b9921ce",1,0
"1","a20adcb0-763b-48f3-a793-824244401c04",4,3
"1","a20b5fc6-50c1-46c1-9666-a82dcbac10f7",4,2
"1","a211d167-327c-420d-a974-15e6b1165c15",1,1
"1","a21ec476-491e-4293-a849-ab271f4e93d1",10,9
"1","a226e484-cce4-44f1-b392-21641d3443a8",1,0
"1","a22a456b-bb11-4de6-8cc1-09ecc152599a",2,0
"1","a240f532-88ed-4b47-84e0-cb63c6a3f160",1,0
"1","a24e8ccc-b13b-44f6-a4d0-461860111cdc",6,5
"1","a2764a4b-ed5a-4c64-920a-d1af11b2e629",21,21
"1","a29da292-1c27-47bd-a3cb-1aac97547ca1",18,0
"1","a2a44a57-8005-46a0-89ca-5556c26caaf8",26,26
"1","a2a82a00-6c5f-424b-84a4-9cc944847093",60,60
"1","a2b6aae4-5ff1-45a5-841c-65ca8a9229bc",25,25
"1","a2badf94-9029-4b7e-8393-eb44bd768eac",60,60
"1","a2bfef47-1522-4737-939d-aa1d0cf44b82",17,0
"1","a2c176fe-68f2-45e6-83c0-c6fc31ceca09",55,55
"1","a2c31018-5125-4bde-9e79-0e89bf895028",39,39
"1","a2c4427a-096b-45b9-8835-d01044ddaab9",50,46
"1","a2d2ca2c-2557-4ce9-b6a4-34d174e27017",60,60
"1","a2e18291-cc88-4e97-a8dd-ac3f8e3ee416",60,60
"1","a2e40778-8af9-4b7a-bb22-e160c2572e56",12,10
"1","a2e94b86-d6fd-4df4-b54b-b0b80807b423",60,60
"1","a2f99613-f9e3-45fa-8c6e-7c52eff48765",19,18
"1","a302289c-2f8e-4266-8454-13153ea8da83",1,0
"1","a303046b-37b4-4459-86e2-4b5ebc7d29db",3,2
"1","a305cc9e-6094-4b50-805d-781c519ce5e1",2,1
"1","a307fa01-8096-4e9f-9a87-30996bd93c79",6,0
"1","a31dd51c-6941-4f8e-8919-5dfeb58edba1",8,7
"1","a31f7f4b-c70e-4628-bc20-fd0e7cd9c946",39,39
"1","a32359d5-a7b7-4577-baf8-4daa6d46f2fc",3,1
"1","a34131c5-e6ff-495d-9b9d-f79aa60841cf",60,60
"1","a3431872-33e3-43d7-a310-a49febad8b53",60,60
"1","a3462fa2-397d-4450-87cf-3b54c9a47111",1,0
"1","a34a4f67-6a54-456a-ae52-218c6b925abe",9,7
"1","a3578f5d-bfdd-4460-a316-abc800d29af0",3,0
"1","a359de85-b202-473d-8bed-f7cb39cb11f3",3,2
"1","a3664e2a-f4b5-497c-b184-418f666571df",41,31
"1","a376ce47-b094-49a2-bfaa-919105055ede",40,40
"1","a397814e-3483-4391-9461-ae90267a652b",21,21
"1","a397ca7f-fe20-49fa-8370-8c4f958a2155",1,0
"1","a39848fd-5c2d-4ed3-80a5-a504322d430a",60,60
"1","a39d2f11-2f28-40a2-a515-644c4450623a",4,2
"1","a3a342a6-7d03-4123-bfd7-cba74c23af86",60,60
"1","a3b7e6a1-1efd-496d-8fbc-cc51d7da5bee",43,43
"1","a3c8ec1e-420c-4ce8-b901-8d474cf35f87",4,3
"1","a3d19189-9dd1-450c-9f32-45512881203d",29,27
