"completed","learners","avg_steps_visited","avg_steps_completed","median_steps_visited","median_steps_completed","sd_steps_visited","sd_steps_completed"
0,21717,7.90832067044251,6.8704701386011,1,0,16.1843178805744,15.6350918891983
1,1924,52.2463617463617,51.9183991683992,60,60,17.2007392682411,17.2080987576961
